지형지물부호,관리번호,관리기관,행정구역,법정구역,법정동리,도로구간번호,공사번호,설치일자,정류장종류,정류장명,정류장유형,정류장고유번호,취득구분,취득금액,관리부서,내용연수,쉘터설치유무,설치유무(BIT),온열의자설치유무,비고,경도,위도
정류장,1139001,광주시,초월읍,초월읍,초월읍 대쌍령리,123200, ,1900-01-01,공용,초월읍사무소앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2885662,37.38584702
정류장,1138001,광주시,초월읍,초월읍,초월읍 대쌍령리,123200, ,1900-01-01,공용,"초월읍사무소, 초월농협",지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2876827,37.38700253
정류장,1128002,광주시,초월읍,초월읍,초월읍 대쌍령리,123200, ,1900-01-01,공용,도평리 입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2845326,37.39136027
정류장,1128001,광주시,초월읍,초월읍,초월읍 대쌍령리,123200, ,1900-01-01,공용,도평리 입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2833671,37.39192056
정류장,1121001,광주시,오포읍,오포읍,오포읍 양벌리,160434, ,1900-01-01,공용,삼성빌라,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2525443,37.39210605
정류장,1119002,광주시,초월읍,초월읍,초월읍 도평리,240452, ,1900-01-01,공용,신일아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2914781,37.39506508
정류장,1119001,광주시,초월읍,초월읍,초월읍 도평리,240452, ,1900-01-01,공용,우림아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2919199,37.39666899
정류장,1116002,광주시,경안동,쌍령동,쌍령동,160014, ,1900-01-01,공용,동성아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2756813,37.39633529
정류장,1111002,광주시,경안동,역동,역동,160431, ,1900-01-01,공용,경안중학교,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2496586,37.39427607
정류장,1105002,광주시,경안동,쌍령동,쌍령동,160481, ,1900-01-01,공용,김촌말앞,지붕유/표지판무, ,,0,대중교통과,10,,,, ,127.2720913,37.40048059
정류장,1105001,광주시,경안동,쌍령동,쌍령동,160481, ,1900-01-01,공용,김촌말앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2716808,37.40143972
정류장,856002,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360835, ,1900-01-01,공용,천진암,지붕유/표지판유, ,미분류,0,대중교통과,10,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.376103,37.42548358
정류장,856001,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360835, ,1900-01-01,공용,천진암,지붕유/표지판유, ,미분류,0,대중교통과,10,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3760973,37.42559374
정류장,844002,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360828, ,1900-01-01,공용,우산1리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3665049,37.43205133
정류장,844001,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360828, ,1900-01-01,공용,우산1리,지붕무/표지판무, ,미분류,0,대중교통과,10,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3665627,37.43212171
정류장,833002,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360833, ,1900-01-01,공용,우산1리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3617584,37.43454395
정류장,833001,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360839, ,1900-01-01,공용,우산1리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3591214,37.4366902
정류장,811001,광주시,퇴촌면,퇴촌면,퇴촌면 관음리,360699, ,1900-01-01,공용,관음3리앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3505337,37.44448888
정류장,783001,광주시,초월읍,초월읍,초월읍 신월리,123272, ,1900-01-01,공용,초월초교,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.308143,37.40787716
정류장,762002,광주시,초월읍,초월읍,초월읍 무갑리,240178, ,1900-01-01,공용,무갑리전원마을입구,지붕무/표지판유, ,매입,0,대중교통과,10,,,, ,127.3076083,37.42253424
정류장,762001,광주시,초월읍,초월읍,초월읍 무갑리,240144, ,1900-01-01,공용,무갑리전원마을입구,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.3073978,37.42261265
정류장,742001,광주시,초월읍,초월읍,초월읍 서하리,240079, ,1900-01-01,공용,서하리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.30781,37.43146517
정류장,734001,광주시,퇴촌면,퇴촌면,퇴촌면 원당리,360408, ,1900-01-01,공용,원당리나눔의집,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3155317,37.4375035
정류장,733002,광주시,초월읍,초월읍,초월읍 서하리,240079, ,1900-01-01,공용,서하리 안골,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3082666,37.43495498
정류장,733001,광주시,초월읍,초월읍,초월읍 서하리,240079, ,1900-01-01,공용,서하리 안골,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3081061,37.43505461
정류장,724001,광주시,퇴촌면,퇴촌면,퇴촌면 원당리,360409, ,1900-01-01,공용,원당리나눔의집,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.3153731,37.43800197
정류장,713002,광주시,퇴촌면,퇴촌면,퇴촌면 정지리,360623, ,1900-01-01,공용,정지2리마을,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3098614,37.44419636
정류장,713001,광주시,퇴촌면,퇴촌면,퇴촌면 정지리,360433, ,1900-01-01,공용,정지2리마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3102762,37.44372477
정류장,702002,광주시,퇴촌면,퇴촌면,퇴촌면 정지리,360505, ,1900-01-01,공용,정지1리마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3058098,37.45257282
정류장,702001,광주시,퇴촌면,퇴촌면,퇴촌면 정지리,360505, ,1900-01-01,공용,정지1리마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3059661,37.45264225
정류장,694002,광주시,경안동,쌍령동,쌍령동,160015, ,2012-12-06,공용,새광주주유소,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2677171,37.4047244
정류장,694001,광주시,경안동,쌍령동,쌍령동,160496, ,1900-01-01,공용,하나로마트앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2666387,37.40598629
정류장,680001,광주시,초월읍,초월읍,초월읍 지월리,240230, ,1900-01-01,공용,아남아파트,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2949813,37.41558462
정류장,676001,광주시,송정동,송정동,송정동,140643, ,1900-01-01,공용,브라운스톤광주APT정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2732826,37.41684917
정류장,670001,광주시,초월읍,초월읍,초월읍 지월리,240230, ,1900-01-01,공용,서월2리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2929078,37.41854767
정류장,658001,광주시,초월읍,초월읍,초월읍 지월리,240162, ,1900-01-01,공용,지월세광아파트,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2874182,37.42556089
정류장,630001,광주시,초월읍,초월읍,초월읍 서하리,360167, ,1900-01-01,공용,서하리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2974414,37.4390531
정류장,629001,광주시,남한산성면,남한산성면,남한산성면 하번천리,360187, ,1900-01-01,공용,하번천리(벌내),지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2880432,37.43841766
정류장,628002,광주시,남한산성면,남한산성면,남한산성면 하번천리,360177, ,1900-01-01,공용,하번천,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2853363,37.4379786
정류장,627002,광주시,남한산성면,남한산성면,남한산성면 하번천리,360193, ,1900-01-01,공용,하번천,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2796874,37.43836764
정류장,624002,광주시,남한산성면,남한산성면,남한산성면 상번천리,360249, ,1900-01-01,공용,솔치마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2636881,37.44250099
정류장,624001,광주시,남한산성면,남한산성면,남한산성면 상번천리,360147, ,1900-01-01,공용,솔치마을,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2632536,37.44166227
정류장,615004,광주시,남한산성면,남한산성면,남한산성면 상번천리,360246, ,1900-01-01,공용,상번천2리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2705881,37.44612766
정류장,615003,광주시,남한산성면,남한산성면,남한산성면 상번천리,360246, ,1900-01-01,공용,상번천2리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2707695,37.44622633
정류장,614006,광주시,남한산성면,남한산성면,남한산성면 상번천리,360310, ,1900-01-01,공용,상번천입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.264919,37.44662104
정류장,614005,광주시,남한산성면,남한산성면,남한산성면 상번천리,360239, ,2014-06-01,공용,번천초교_경안IC,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2649478,37.4448891
정류장,614002,광주시,남한산성면,남한산성면,남한산성면 상번천리,360310, ,1900-01-01,공용,상번천입구,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2647189,37.44656683
정류장,603006,광주시,남한산성면,남한산성면,남한산성면 상번천리,360219, ,2009-08-09,공용,번천사거리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2612562,37.44815528
정류장,603005,광주시,남한산성면,남한산성면,남한산성면 상번천리,360219, ,2009-08-09,공용,번천삼거리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2612208,37.44840035
정류장,603004,광주시,남한산성면,남한산성면,남한산성면 상번천리,360258, ,1900-01-01,공용,상번천정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2602668,37.44891567
정류장,603003,광주시,남한산성면,남한산성면,남한산성면 상번천리,360247, ,2009-08-09,공용,번천,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2596465,37.44887755
정류장,580002,광주시,남한산성면,남한산성면,남한산성면 광지원리,360102, ,2010-12-22,공용,남한산성면사무소,지붕무/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2458991,37.46312465
정류장,580001,광주시,남한산성면,남한산성면,남한산성면 광지원리,360067, ,1900-01-01,공용,남한산성입구,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2463584,37.46329503
정류장,560002,광주시,남한산성면,남한산성면,남한산성면 엄미리,360109, ,1900-01-01,공용,엄미1리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2454137,37.47423422
정류장,560001,광주시,남한산성면,남한산성면,남한산성면 엄미리,360109, ,1900-01-01,공용,엄미1리,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2449176,37.47412704
정류장,559002,광주시,남한산성면,남한산성면,남한산성면 엄미리,360114, ,1900-01-01,공용,은고개입구,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2406664,37.47624709
정류장,559001,광주시,남한산성면,남한산성면,남한산성면 엄미리,360114, ,1900-01-01,공용,은고개입구앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2415167,37.47575979
정류장,357001,광주시,퇴촌면,퇴촌면,퇴촌면 영동리,360864, ,1900-01-01,공용,영동리마을회관,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3824702,37.47559789
정류장,355001,광주시,퇴촌면,퇴촌면,퇴촌면 영동리,360939, ,1900-01-01,공용,영동리석둔입구,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3724853,37.47761004
정류장,307002,광주시,남종면,남종면,남종면 수청리,300038, ,1900-01-01,공용,임시정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3802501,37.50077152
정류장,307001,광주시,남종면,남종면,남종면 수청리,300038, ,1900-01-01,공용,임시정류장,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3800807,37.50080519
정류장,263001,광주시,퇴촌면,퇴촌면,퇴촌면 광동리,360004, ,1900-01-01,공용,퇴촌농협,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.3096501,37.47054783
정류장,262001,광주시,퇴촌면,퇴촌면,퇴촌면 광동리,360004, ,1900-01-01,공용,퇴촌사거리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3062333,37.47064065
정류장,260001,광주시,퇴촌면,퇴촌면,퇴촌면 도수리,360782, ,1900-01-01,공용,탑선리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3474764,37.47579338
정류장,259001,광주시,퇴촌면,퇴촌면,퇴촌면 도수리,360692, ,1900-01-01,공용,도수3리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3421117,37.47433878
정류장,252003,광주시,퇴촌면,퇴촌면,퇴촌면 오리,320201, ,1900-01-01,공용,보건소앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3062437,37.47451418
정류장,211001,광주시,남종면,남종면,남종면 분원리,320011, ,1900-01-01,공용,남종농협앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.3025763,37.49459381
정류장,210003,광주시,경안동,역동,역동,7093, ,2021-01-01,일반버스,역리주유소,지붕유/표지판무, ,미분류,0,대중교통과,0,,,, ,127.2558987,37.40380683
정류장,210002,광주시,경안동,역동,역동,7075, ,2021-01-01,일반버스,역4통마을회관,지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.255311,37.40652346
정류장,210001,광주시,경안동,경안동,경안동,6880, ,2021-01-01,일반버스,안골.해태아파트,지붕유/표지판무, ,미분류,0,대중교통과,0,,,, ,127.2500041,37.4065948
정류장,192002,광주시,남한산성면,남한산성면,남한산성면 광지원리,360011, ,1900-01-01,공용,앵두나무골,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2523558,37.45508357
정류장,192001,광주시,남한산성면,남한산성면,남한산성면 광지원리,360011, ,1900-01-01,공용,앵두나무골,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2528784,37.45595999
정류장,171003,광주시,남한산성면,남한산성면,남한산성면 광지원리,360011, ,1900-01-01,공용,광지원초교앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2504129,37.46387649
정류장,171002,광주시,남한산성면,남한산성면,남한산성면 광지원리,360011, ,1900-01-01,공용,광지원초교앞,지붕유/표지판무, ,미분류,0,대중교통과,10,,,, ,127.2487858,37.46349414
정류장,168002,광주시,퇴촌면,퇴촌면,퇴촌면 도마리,360368, ,1900-01-01,공용,도마리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2877756,37.47120638
정류장,168001,광주시,퇴촌면,퇴촌면,퇴촌면 도마리,360368, ,1900-01-01,공용,도마리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2865666,37.47083509
정류장,166001,광주시,퇴촌면,퇴촌면,퇴촌면 도마리,360255, ,1900-01-01,공용,도마삼거리,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2725822,37.46733904
정류장,161001,광주시,남한산성면,남한산성면,남한산성면 엄미리,360110, ,1900-01-01,공용,엄미리,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2494165,37.47244643
정류장,156001,광주시,남종면,남종면,남종면 삼성리,320351, ,1900-01-01,공용,삼성리앞,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.275447,37.47321442
정류장,137001,광주시,남종면,남종면,남종면 삼성리,320351, ,1900-01-01,공용,임시정류장,지붕유/표지판유, ,미분류,0,대중교통과,10,,,, ,127.2812863,37.48291259
정류장,127002,광주시,남종면,남종면,남종면 삼성리,320351, ,1900-01-01,공용,삼성리앞,지붕유/표지판유, ,매입,0,대중교통과,10,,,, ,127.2828362,37.49067218
정류장,127001,광주시,남종면,남종면,남종면 삼성리,320351, ,1900-01-01,공용,삼성리앞,지붕유/표지판무, ,매입,0,대중교통과,10,,,, ,127.2824747,37.49103444
정류장,973,광주시,남한산성면,남한산성면,남한산성면 엄미리,360015,,1900-01-01,공용,엄미1리 마을회관,지붕무/표지판유,,매입,,대중교통과,,,,,,127.2340445,37.47424864
정류장,972,광주시,남한산성면,남한산성면,남한산성면 엄미리,360015,,1900-01-01,공용,엄미1리 마을회관,지붕무/표지판유,,매입,,,,,,,,127.2339963,37.47416614
정류장,971,광주시,남한산성면,남한산성면,남한산성면 엄미리,360015,,1900-01-01,공용,엄미리 삼거리,지붕무/표지판유,,매입,,대중교통과,,,,,,127.2297578,37.47433806
정류장,970,광주시,남한산성면,남한산성면,남한산성면 엄미리,360015,,1900-01-01,공용,엄미리 삼거리,지붕무/표지판유,,매입,,대중교통과,,,,,,127.2297543,37.47442091
정류장,969,광주시,남한산성면,남한산성면,남한산성면 엄미리,360015,,1900-01-01,공용,벽수골.의안대군묘,지붕무/표지판유,,매입,,대중교통과,,,,,,127.2219816,37.47546783
정류장,968,광주시,남한산성면,남한산성면,남한산성면 엄미리,360015,,1900-01-01,공용,아시아기계,지붕무/표지판유,,매입,,대중교통과,,없음,없음,,,127.2241533,37.47538291
정류장,967,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360393, ,1900-01-01,공용,로하스한울의원앞,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3568179,37.43732698
정류장,966,광주시,퇴촌면,퇴촌면,퇴촌면 우산리,360393, ,1900-01-01,공용,로하스한울의원앞,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3564127,37.43735872
정류장,965,광주시,퇴촌면,퇴촌면,,360828, ,1900-01-01,공용,초록마을입구,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3648222,37.43312614
정류장,964,광주시,퇴촌면,퇴촌면,,360828, ,1900-01-01,공용,초록마을입구,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3649489,37.43311049
정류장,963,광주시,,,,0, ,1900-01-01,공용,영동주유소앞,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3786391,37.47629782
정류장,962,광주시,,,,0, ,1900-01-01,공용,영동주유소앞,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.378611,37.47620583
정류장,961,광주시,,,,0, ,1900-01-01,공용,왕창2리.새마을교,지붕무/표지판무, ,미분류,0,대중교통과,0,,,,현장에는 정류장이 없으나 BIS시스템 상에 존재하는 정류장,127.3875022,37.4779091
정류장,960,광주시,송정동,목현동,목현동,140580, ,1900-01-01,공용,"목현1리, 낚시터",지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2098617,37.43247465
정류장,836,광주시,광남1동,중대동,중대동,4546, ,2020-01-01,일반버스,태전2통,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.2281555,37.39493709
정류장,835,광주시,경안동,역동,역동,1668, ,2020-01-01,일반버스,경기광주역2번출구,지붕유/표지판무,54185,미분류,0,대중교통과,0,,,, ,127.2528982,37.39962075
정류장,834,광주시,경안동,역동,역동,1668, ,2020-01-01,일반버스,경기광주역2번출구,지붕유/표지판무,54184,미분류,0,대중교통과,0,,,, ,127.2529393,37.39938274
정류장,833,광주시,광남동,장지동,장지동,6335, ,2019-01-01,일반버스,장지1동.전지마트,지붕무/표지판유,38202,미분류,0,대중교통과,0,,,, ,127.2409838,37.3947549
정류장,832,광주시,광남1동,태전동,태전동,160522, ,2017-01-01,공용,목림삼거리,지붕무/표지판유,38153,미분류,0,대중교통과,0,,,, ,127.2234208,37.3934878
정류장,831,광주시,광남1동,태전동,태전동,160947, ,2019-01-01,공용,태전3교,지붕무/표지판유,54210,매입,0,대중교통과,0,,,, ,127.2329768,37.38924901
정류장,830,광주시,광남동,태전동,태전동,5179, ,2020-01-01,공용,태전고등학교,지붕유/표지판무,54180,미분류,0,대중교통과,0,,,, ,127.2334136,37.3856317
정류장,829,광주시,광남동,태전동,태전동,5193, ,2020-01-01,공용,태전힐스테이트5지구,지붕유/표지판무,54037,미분류,0,대중교통과,0,,,, ,127.2336015,37.38462341
정류장,828,광주시,오포읍,오포읍,오포읍 문형리,120645, ,2020-01-01,공용,문형리잣나무골,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.2048906,37.34072071
정류장,827,광주시,오포읍,오포읍,오포읍 문형리,120645, ,2020-01-01,공용,문형리잣나무골,지붕유/표지판유, ,매입,0,대중교통과,0,,,, ,127.2050778,37.34092416
정류장,826,광주시,초월읍,초월읍,,123200, ,2020-07-01,공용,소쌍.동광.E편한세상,지붕유/표지판무,38339,,0,대중교통과,0,,,, ,127.2956251,37.37749882
정류장,825,광주시,초월읍,초월읍,,122998, ,2020-06-20,공용,동광APT,지붕유/표지판무,38948,,0,대중교통과,0,,,, ,127.2933542,37.37741308
정류장,824,광주시,광남동,중대동,중대동,160311, ,2000-01-01,공용,중대동,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2126182,37.40542741
정류장,823,광주시,광남동,중대동,중대동,160273, , ,일반버스,중앙저수지,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2218736,37.40120299
정류장,821,광주시,광남동,중대동,중대동,160273, , ,일반버스,중대물빛공원,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2187403,37.40290619
정류장,820,광주시,광남동,중대동,중대동,160273, , ,일반버스,중대물빛공원,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2184752,37.40285841
정류장,819,광주시,광남동,중대동,중대동,160273, ,2019-07-01,일반버스,중대2통 마을회관,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2251616,37.40000324
정류장,818,광주시,초월읍,초월읍,초월읍 지월리,240331, , ,일반버스,"지월1리,현산마을",지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2886542,37.4066388
정류장,817,광주시,초월읍,초월읍,초월읍 지월리,240331, , ,일반버스,"지월1리,현산마을",지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2885714,37.40662779
정류장,816,광주시,초월읍,초월읍,초월읍 지월리,240331, , ,일반버스,현산(힐하우스),지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2896465,37.40790394
정류장,815,광주시,송정동,송정동,송정동,140643, , ,일반버스,금강펜테리움,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.2761336,37.41820052
정류장,814,광주시,초월읍,초월읍,,240091, , ,일반버스,서하리입구,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3081906,37.42775688
정류장,813,광주시,초월읍,초월읍,,240091, , ,일반버스,서하리입구,지붕무/표지판유, ,무상귀속,0,대중교통과,0,,,, ,127.3081279,37.42762545
정류장,812,광주시,초월읍,초월읍,,121962, ,1900-01-01,일반버스,학동3리마을회관,지붕유/표지판무, ,매입,0,대중교통과,0,,,, ,127.3311285,37.37603319
정류장,811,광주시,광남동,태전동,태전동,5005, ,2019-01-01,공용,e편한세상2차,지붕유/표지판유, ,기부채납,0,대중교통과,0,,,, ,127.2336339,37.3881299
정류장,810,광주시,광남동,태전동,태전동,5003, ,2019-01-01,공용,e편한세상2차,지붕유/표지판유, ,기부채납,0,대중교통과,0,,,, ,127.2333772,37.38750283
정류장,809,광주시,광남동,태전동,태전동,160364, , ,일반버스,광주시청소년수련관,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2361087,37.38515947
정류장,808,광주시,광남동,태전동,태전동,160364, , ,일반버스,광주시청소년수련관,지붕무/표지판유, ,매입,0,대중교통과,0,,,, ,127.2364061,37.38553256
정류장,807,광주시,초월읍,초월읍,초월읍 선동리,121822, ,2018-01-01,공용,학동3리입구,지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.3247866,37.3769331
정류장,806,광주시,퇴촌면,퇴촌면,,6391, ,2020-02-10,공용,도수초교,지붕유/표지판무,38396,,0,대중교통과,0,,,, ,127.3171105,37.47112419
정류장,805,광주시,퇴촌면,퇴촌면,,6391, ,2020-02-10,공용,도수초교,지붕유/표지판무,38393,,0,대중교통과,0,,,, ,127.3163193,37.47139935
정류장,804,광주시,광남동,장지동,장지동,6331, ,2019-01-01,일반버스,왕성교회,지붕유/표지판무, ,미분류,0,대중교통과,0,,,, ,127.2369285,37.3960803
정류장,803,광주시,광남동,장지동,장지동,6332, ,2019-01-01,일반버스,왕성교회,지붕유/표지판무, ,미분류,0,대중교통과,0,,,, ,127.2371341,37.39540736
정류장,802,광주시,광남동,장지동,장지동,6335, ,2019-01-01,일반버스,장지1동.전지마트,지붕유/표지판무,38204,미분류,0,대중교통과,0,,,, ,127.2407018,37.39452423
정류장,801,광주시,광남동,장지동,장지동,6336, ,2019-01-01,일반버스,장지2동.앞가지창고,지붕유/표지판무,38219,미분류,0,대중교통과,0,,,, ,127.2438657,37.39478435
정류장,800,광주시,광남동,장지동,장지동,6336, ,2019-01-01,일반버스,장지2동.앞가지창고,지붕유/표지판무,38220,미분류,0,대중교통과,0,,,, ,127.2440137,37.39460509
정류장,799,광주시,오포읍,오포읍,,6297, ,2019-01-01,공용,산하빌라,지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.1680371,37.36676476
정류장,798,광주시,오포읍,오포읍,,6297, ,2019-01-01,공용,산하빌라,지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.1681299,37.36668577
정류장,797,광주시,오포읍,오포읍,,6289, ,2019-01-01,공용,신일기업,지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.1632847,37.36205611
정류장,796,광주시,오포읍,오포읍,,6289, ,2019-01-01,공용,신일기업,지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.1636064,37.36213178
정류장,795,광주시,오포읍,오포읍,오포읍 양벌리,6263, ,2018-01-01,일반버스,"정성빌라,삼누그린빌라",지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.2560695,37.39082331
정류장,794,광주시,오포읍,오포읍,오포읍 양벌리,6263, ,2018-01-01,일반버스,"정성빌라,삼누그린빌라",지붕무/표지판유, ,미분류,0,대중교통과,0,,,, ,127.2559958,37.39050941
정류장,793,광주시,오포읍,오포읍,오포읍 양벌리,6268, ,2018-01-01,일반버스,우방아이유쉘아파트,지붕유/표지판무,54211,미분류,0,대중교통과,0,,,, ,127.258864,37.39507308
정류장,792,광주시,오포읍,오포읍,오포읍 양벌리,6268, ,2018-01-01,일반버스,우방아이유쉘아파트,지붕유/표지판무,54212,미분류,0,대중교통과,0,,,, ,127.2591613,37.39499102
정류장,791,광주시,퇴촌면,퇴촌면,퇴촌면 오리,6149, ,2019-01-01,일반버스,퇴촌보건소,지붕설치,38361,미분류,0,대중교통과,0,,,, ,127.3065037,37.47465045
정류장,790,광주시,퇴촌면,퇴촌면,퇴촌면 오리,6150, ,2019-01-01,일반버스,오리,표지설치,38352,미분류,0,대중교통과,0,,,, ,127.3049659,37.47730681
정류장,789,광주시,곤지암읍,곤지암읍,곤지암읍 봉현리,263847, ,2019-01-01,일반버스,봉현2리앞,표지설치, ,미분류,0,대중교통과,0,,,, ,127.3950604,37.34526737
